Symbol\Weightage,['apr12']
BHEL,0.54
BPCL,0.81
BHARTIARTL,1.66
BOSCHLTD,0.6
CAIRN,0.28
CIPLA,1.16
COALINDIA,1.49
DRREDDY,1.39
GAIL,0.61
GRASIM,0.84
HCLTECH,1.68
HDFCBANK,7.55
HEROMOTOCO,1.16
HINDALCO,0.38
HINDUNILVR,2.16
HDFC,7.03
ITC,6.49
ICICIBANK,5.36
IDEA,0.57
INDUSINDBK,1.66
INFY,7.78
KOTAKBANK,2.61
LT,3.68
LUPIN,1.56
M&M,2.07
MARUTI,2.16
NTPC,1.06
ONGC,1.53
POWERGRID,1.1
PNB,0.3
RELIANCE,5.91
SBIN,2.45
SUNPHARMA,3.15
TCS,4.43
TATAMOTORS,2.67
TATAPOWER,0.43
TATASTEEL,0.61
TECHM,1.13
ULTRACEMCO,1
VEDL,0.35
WIPRO,1.27
YESBANK,0.84
ZEEL,0.84
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['dec16.zip']
ACC,0.41
ADANIPORTS,0.76
AMBUJACEM,0.53
ASIANPAINT,1.33
AUROPHARMA,0.60
AXISBANK,2.53
BAJAJ-AUTO,1.19
BANKBARODA,0.48
BHEL,0.36
BPCL,1.10
BHARTIARTL,1.34
INFRATEL,0.61
BOSCHLTD,0.64
CIPLA,0.96
COALINDIA,1.26
DRREDDY,1.27
EICHERMOT,0.96
GAIL,0.68
GRASIM,0.92
HCLTECH,1.55
HDFCBANK,8.06
HEROMOTOCO,1.29
HINDALCO,0.66
HINDUNILVR,1.96
HDFC,6.64
ITC,6.80
ICICIBANK,4.93
IDEA,0.31
INDUSINDBK,1.84
INFY,6.70
KOTAKBANK,2.85
LT,3.67
LUPIN,1.18
M&M,1.83
MARUTI,2.35
NTPC,1.35
ONGC,1.71
POWERGRID,1.34
RELIANCE,5.94
SBIN,2.58
SUNPHARMA,2.26
TCS,4.18
TATAMTRDVR,0.50
TATAMOTORS,3.03
TATAPOWER,0.46
TATASTEEL,0.87
TECHM,1.01
ULTRACEMCO,1.12
WIPRO,1.01
YESBANK,1.26
ZEEL,0.82
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['dec17.zip']
ADANIPORTS,0.76
AMBUJACEM,0.49
ASIANPAINT,1.28
AUROPHARMA,0.48
AXISBANK,2.36
BAJAJ-AUTO,1.11
BAJFINANCE,1.02
BPCL,0.99
BHARTIARTL,1.72
INFRATEL,0.72
BOSCHLTD,0.45
CIPLA,0.76
COALINDIA,0.84
DRREDDY,0.72
EICHERMOT,1.00
GAIL,0.79
HCLTECH,1.22
HDFCBANK,9.41
HEROMOTOCO,1.21
HINDALCO,0.98
HINDPETRO,0.77
HINDUNILVR,2.40
HDFC,6.71
ITC,5.52
ICICIBANK,4.96
IBULHSGFIN,0.95
IOC,0.97
INDUSINDBK,2.06
INFY,5.12
KOTAKBANK,3.31
LT,3.81
LUPIN,0.52
M&M,1.72
MARUTI,3.18
NTPC,1.33
ONGC,1.35
POWERGRID,1.08
RELIANCE,7.80
SBIN,2.83
SUNPHARMA,1.55
TCS,3.30
TATAMOTORS,1.96
TATASTEEL,1.21
TECHM,0.77
UPL,0.69
ULTRACEMCO,1.11
VEDL,1.51
WIPRO,0.98
YESBANK,1.42
ZEEL,0.78
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['dec18.zip']
ADANIPORTS,0.70
ASIANPAINT,1.42
AXISBANK,2.53
BAJAJ-AUTO,0.85
BAJFINANCE,1.44
BAJAJFINSV,0.90
BPCL,0.67
BHARTIARTL,0.95
INFRATEL,0.51
CIPLA,0.61
COALINDIA,0.93
DRREDDY,0.73
EICHERMOT,0.74
GAIL,0.75
GRASIM,0.75
HCLTECH,1.24
HDFCBANK,10.48
HEROMOTOCO,0.93
HINDALCO,0.76
HINDPETRO,0.44
HINDUNILVR,2.99
HDFC,7.46
ITC,5.55
ICICIBANK,5.34
IBULHSGFIN,0.65
IOC,0.77
INDUSINDBK,1.88
INFY,5.76
JSWSTEEL,0.72
KOTAKBANK,3.86
LT,4.08
M&M,1.72
MARUTI,2.28
NTPC,1.16
ONGC,1.06
POWERGRID,1.05
RELIANCE,8.83
SBIN,2.55
SUNPHARMA,1.09
TCS,4.58
TATAMOTORS,0.72
TATASTEEL,0.90
TECHM,1.04
TITAN,0.89
UPL,0.64
ULTRACEMCO,0.96
VEDL,0.86
WIPRO,0.86
YESBANK,0.77
ZEEL,0.61
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['dec19.zip']
ADANIPORTS,0.56
ASIANPAINT,1.61
AXISBANK,3.35
BAJAJ-AUTO,0.83
BAJFINANCE,2.19
BAJAJFINSV,1.13
BPCL,0.79
BHARTIARTL,1.73
INFRATEL,0.43
BRITANNIA,0.71
CIPLA,0.48
COALINDIA,0.81
DRREDDY,0.70
EICHERMOT,0.63
GAIL,0.45
GRASIM,0.59
HCLTECH,1.23
HDFCBANK,10.98
HEROMOTOCO,0.63
HINDALCO,0.63
HINDUNILVR,2.74
HDFC,8.31
ICICIBANK,6.95
ITC,4.14
IOC,0.64
INDUSINDBK,1.82
INFY,5.34
JSWSTEEL,0.55
KOTAKBANK,4.49
LT,3.20
M&M,1.01
MARUTI,1.95
NTPC,1.06
NESTLEIND,1.05
ONGC,0.87
POWERGRID,0.89
RELIANCE,9.76
SBIN,2.55
SUNPHARMA,0.93
TCS,4.53
TATAMOTORS,0.66
TATASTEEL,0.71
TECHM,0.94
TITAN,0.99
UPL,0.64
ULTRACEMCO,0.91
VEDL,0.55
WIPRO,0.73
YESBANK,0.21
ZEEL,0.44
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['dec20.zip']
ADANIPORTS,0.59
ASIANPAINT,2.07
AXISBANK,2.55
BAJAJ-AUTO,0.74
BAJFINANCE,2.33
BAJAJFINSV,0.89
BPCL,0.51
BHARTIARTL,2.03
BRITANNIA,0.70
CIPLA,0.69
COALINDIA,0.47
DIVISLAB,0.81
DRREDDY,1.05
EICHERMOT,0.59
GAIL,0.38
GRASIM,0.61
HCLTECH,1.70
HDFCBANK,10.37
HDFCLIFE,0.88
HEROMOTOCO,0.67
HINDALCO,0.58
HINDUNILVR,3.55
HDFC,7.61
ICICIBANK,6.12
ITC,3.03
IOC,0.38
INDUSINDBK,0.84
INFY,7.64
JSWSTEEL,0.64
KOTAKBANK,4.85
LT,2.61
M&M,1.15
MARUTI,1.69
NTPC,0.80
NESTLEIND,1.09
ONGC,0.56
POWERGRID,0.81
RELIANCE,10.66
SBILIFE,0.59
SHREECEM,0.53
SBIN,1.75
SUNPHARMA,1.06
TCS,4.99
TATAMOTORS,0.55
TATASTEEL,0.81
TECHM,1.00
TITAN,1.09
UPL,0.43
ULTRACEMCO,1.01
WIPRO,0.95
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb12']
,%
ACC,0.74
AMBUJACEM,0.74
AXISBANK,1.86
BAJAJ-AUTO,1.48
BHARTIARTL,2.56
BHEL,1.48
BPCL,0.52
CAIRN,0.82
CIPLA,0.98
COALINDIA,1.29
DLF,0.50
DRREDDY,1.27
GAIL,1.03
GRASIM,1.07
HCLTECH,0.73
HDFC,5.39
HDFCBANK,5.68
HEROMOTOCO,1.13
HINDALCO,1.17
HINDUNILVR,2.38
ICICIBANK,6.38
IDFC,1.02
INFY,8.50
ITC,6.83
JINDALSTEL,1.38
JPASSOCIAT,0.53
KOTAKBANK,1.24
LT,4.30
M&M,1.99
MARUTI,1.01
NTPC,1.41
ONGC,2.42
PNB,0.78
POWERGRID,0.98
RANBAXY,0.40
RCOM,0.38
RELIANCE,8.46
RELINFRA,0.49
RPOWER,0.40
SAIL,0.37
SBIN,3.54
SESAGOA,0.51
SIEMENS,0.41
STER,1.07
SUNPHARMA,1.26
TATAMOTORS,2.89
TATAPOWER,1.14
TATASTEEL,1.92
TCS,3.79
WIPRO,1.35
,100.00
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb13']
,%
ACC,0.65
AMBUJACEM,0.8
ASIANPAINT,1.07
AXISBANK,2.33
BAJAJ-AUTO,1.46
BANKBARODA,0.65
BHARTIARTL,2.13
BHEL,0.88
BPCL,0.53
CAIRN,0.97
CIPLA,1.01
COALINDIA,1.08
DLF,0.56
DRREDDY,1.22
GAIL,0.82
GRASIM,1.03
HCLTECH,1.05
HDFC,6.44
HDFCBANK,6.3
HEROMOTOCO,0.88
HINDALCO,0.7
HINDUNILVR,2.51
ICICIBANK,6.61
IDFC,1.02
INFY,7.73
ITC,8.88
JINDALSTEL,0.74
JPASSOCIAT,0.45
KOTAKBANK,1.37
LT,4.07
LUPIN,0.77
M&M,2.21
MARUTI,0.99
NTPC,1.06
ONGC,3.06
PNB,0.58
POWERGRID,0.81
RANBAXY,0.32
RELIANCE,7.36
RELINFRA,0.31
SBIN,2.96
SESAGOA,0.33
SIEMENS,0.25
SUNPHARMA,1.66
TATAMOTORS,2.8
TATAPOWER,0.84
TATASTEEL,1.25
TCS,4.26
ULTRACEMCO,1.04
WIPRO,1.2
,100
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb14']
,%
ACC,0.500175804
AMBUJACEM,0.622437166
ASIANPAINT,1.036646366
AXISBANK,1.90289363
BAJAJ-AUTO,1.264111086
BANKBARODA,0.510750646
BHARTIARTL,1.656368703
BHEL,0.641398586
BPCL,0.472760141
CAIRN,0.928760004
CIPLA,0.943762099
COALINDIA,0.745879522
DLF,0.305094749
DRREDDY,1.77530632
GAIL,0.805965066
GRASIM,0.781929477
HCLTECH,2.039070558
HDFC,6.183215169
HDFCBANK,6.003917975
HEROMOTOCO,1.142194544
HINDALCO,0.655796987
HINDUNILVR,1.88101375
ICICIBANK,5.832362286
IDFC,0.571151262
INDUSINDBK,0.818983748
INFY,8.935703449
ITC,8.762107959
JINDALSTEL,0.432775442
JPASSOCIAT,0.24695027
KOTAKBANK,1.261727651
LT,4.373047398
LUPIN,1.149845631
M&M,2.171559417
MARUTI,1.017345068
NMDC,0.489179658
NTPC,1.121329173
ONGC,2.494926932
PNB,0.39793172
POWERGRID,1.007418219
RANBAXY,0.274517701
RELIANCE,6.364927587
SBIN,2.293730732
SSLT,1.062695204
SUNPHARMA,2.348886059
TATAMOTORS,3.62644698
TATAPOWER,0.611146922
TATASTEEL,1.109298108
TCS,5.631197795
ULTRACEMCO,0.904345829
WIPRO,1.889013453
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb15.zip']
ACC,0.52
AMBUJACEM,0.69
ASIANPAINT,1.22
AXISBANK,3.42
BAJAJ-AUTO,0.95
BANKBARODA,0.57
BHARTIARTL,1.62
BHEL,0.78
BPCL,0.63
CAIRN,0.48
CIPLA,1.14
COALINDIA,1.66
DLF,0.23
DRREDDY,1.40
GAIL,0.63
GRASIM,0.78
HCLTECH,1.80
HDFC,6.90
HDFCBANK,6.60
HEROMOTOCO,1.06
HINDALCO,0.65
HINDUNILVR,2.12
ICICIBANK,6.59
IDFC,0.76
INDUSINDBK,1.30
INFY,7.53
ITC,6.63
JINDALSTEL,0.23
KOTAKBANK,1.97
LT,4.75
LUPIN,1.38
M&M,1.96
MARUTI,1.57
NMDC,0.36
NTPC,1.06
ONGC,1.92
PNB,0.41
POWERGRID,1.14
RELIANCE,4.69
SBIN,3.06
SSLT,0.79
SUNPHARMA,2.25
TATAMOTORS,3.50
TATAPOWER,0.52
TATASTEEL,0.78
TCS,4.50
TECHM,1.43
ULTRACEMCO,1.06
WIPRO,1.42
ZEEL,0.62
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb16.zip']
ACC,0.45
ADANIPORTS,0.72
AMBUJACEM,0.58
ASIANPAINT,1.53
AXISBANK,2.51
BAJAJ-AUTO,1.22
BANKBARODA,0.50
BHEL,0.33
BPCL,0.80
BHARTIARTL,1.72
BOSCHLTD,0.61
CAIRN,0.27
CIPLA,1.04
COALINDIA,1.57
DRREDDY,1.53
GAIL,0.57
GRASIM,0.86
HCLTECH,1.84
HDFCBANK,7.67
HEROMOTOCO,1.26
HINDALCO,0.35
HINDUNILVR,2.37
HDFC,6.70
ITC,6.66
ICICIBANK,4.42
IDEA,0.47
INDUSINDBK,1.62
INFY,8.67
KOTAKBANK,2.59
LT,3.53
LUPIN,1.68
M&M,2.26
MARUTI,1.72
NTPC,0.99
ONGC,1.40
POWERGRID,1.14
PNB,0.21
RELIANCE,6.39
SBIN,1.97
SUNPHARMA,3.70
TCS,4.64
TATAMOTORS,2.32
TATAPOWER,0.42
TATASTEEL,0.67
TECHM,1.03
ULTRACEMCO,1.13
VEDL,0.31
WIPRO,1.34
YESBANK,0.90
ZEEL,0.82
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb17.zip']
ACC,0.36
ADANIPORTS,0.74
AMBUJACEM,0.52
ASIANPAINT,1.41
AUROPHARMA,0.58
AXISBANK,2.63
BAJAJ-AUTO,1.15
BANKBARODA,0.48
BHEL,0.45
BPCL,1.07
BHARTIARTL,1.47
INFRATEL,0.45
BOSCHLTD,0.60
CIPLA,0.90
COALINDIA,1.28
DRREDDY,1.05
EICHERMOT,0.98
GAIL,0.76
GRASIM,0.97
HCLTECH,1.45
HDFCBANK,8.59
HEROMOTOCO,1.23
HINDALCO,0.72
HINDUNILVR,1.89
HDFC,6.64
ITC,6.80
ICICIBANK,4.92
IDEA,0.43
INDUSINDBK,2.02
INFY,6.18
KOTAKBANK,2.93
LT,3.69
LUPIN,1.08
M&M,1.87
MARUTI,2.41
NTPC,1.23
ONGC,1.67
POWERGRID,1.29
RELIANCE,6.26
SBIN,2.62
SUNPHARMA,2.29
TCS,4.01
TATAMTRDVR,0.43
TATAMOTORS,2.62
TATAPOWER,0.46
TATASTEEL,0.99
TECHM,0.95
ULTRACEMCO,1.20
WIPRO,0.94
YESBANK,1.47
ZEEL,0.85
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb18.zip']
ADANIPORTS,0.77
AMBUJACEM,0.46
ASIANPAINT,1.24
AUROPHARMA,0.43
AXISBANK,2.08
BAJAJ-AUTO,1.01
BAJFINANCE,0.96
BPCL,0.83
BHARTIARTL,1.40
INFRATEL,0.67
BOSCHLTD,0.42
CIPLA,0.74
COALINDIA,1.00
DRREDDY,0.67
EICHERMOT,0.90
GAIL,0.73
HCLTECH,1.29
HDFCBANK,9.52
HEROMOTOCO,1.15
HINDALCO,0.88
HINDPETRO,0.70
HINDUNILVR,2.32
HDFC,7.13
ITC,5.59
ICICIBANK,4.97
IBULHSGFIN,1.00
IOC,0.96
INDUSINDBK,2.12
INFY,5.79
KOTAKBANK,3.59
LT,4.01
LUPIN,0.49
M&M,1.68
MARUTI,2.91
NTPC,1.23
ONGC,1.31
POWERGRID,1.07
RELIANCE,8.13
SBIN,2.46
SUNPHARMA,1.46
TCS,3.73
TATAMOTORS,1.69
TATASTEEL,1.29
TECHM,0.95
UPL,0.66
ULTRACEMCO,1.07
VEDL,1.51
WIPRO,0.82
YESBANK,1.46
ZEEL,0.76
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb19.zip']
ADANIPORTS,0.59
ASIANPAINT,1.47
AXISBANK,2.91
BAJAJ-AUTO,0.91
BAJFINANCE,1.45
BAJAJFINSV,0.91
BPCL,0.63
BHARTIARTL,0.97
INFRATEL,0.58
CIPLA,0.65
COALINDIA,0.89
DRREDDY,0.74
EICHERMOT,0.64
GAIL,0.71
GRASIM,0.71
HCLTECH,1.36
HDFCBANK,10.33
HEROMOTOCO,0.79
HINDALCO,0.66
HINDPETRO,0.39
HINDUNILVR,2.87
HDFC,7.03
ITC,5.48
ICICIBANK,5.22
IBULHSGFIN,0.51
IOC,0.81
INDUSINDBK,1.75
INFY,6.46
JSWSTEEL,0.66
KOTAKBANK,3.75
LT,3.69
M&M,1.39
MARUTI,2.10
NTPC,1.11
ONGC,1.06
POWERGRID,0.97
RELIANCE,9.76
SBIN,2.34
SUNPHARMA,1.14
TCS,4.83
TATAMOTORS,0.75
TATASTEEL,0.87
TECHM,1.21
TITAN,0.99
UPL,0.75
ULTRACEMCO,0.92
VEDL,0.73
WIPRO,0.97
YESBANK,0.99
ZEEL,0.60
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb20.zip']
ADANIPORTS,0.57
ASIANPAINT,1.75
AXISBANK,3.35
BAJAJ-AUTO,0.81
BAJFINANCE,2.50
BAJAJFINSV,1.18
BPCL,0.74
BHARTIARTL,2.53
INFRATEL,0.39
BRITANNIA,0.76
CIPLA,0.44
COALINDIA,0.69
DRREDDY,0.77
EICHERMOT,0.50
GAIL,0.42
GRASIM,0.59
HCLTECH,1.25
HDFCBANK,11.00
HEROMOTOCO,0.58
HINDALCO,0.49
HINDUNILVR,3.36
HDFC,8.11
ICICIBANK,6.95
ITC,3.72
IOC,0.58
INDUSINDBK,1.44
INFY,5.79
JSWSTEEL,0.52
KOTAKBANK,4.68
LT,3.17
M&M,0.94
MARUTI,1.80
NTPC,1.02
NESTLEIND,1.22
ONGC,0.67
POWERGRID,0.92
RELIANCE,9.28
SBIN,2.51
SUNPHARMA,0.87
TCS,4.54
TATAMOTORS,0.50
TATASTEEL,0.62
TECHM,0.99
TITAN,1.13
UPL,0.62
ULTRACEMCO,1.03
VEDL,0.45
WIPRO,0.71
YESBANK,0.17
ZEEL,0.39
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['feb21.zip']
ADANIPORTS,0.79
ASIANPAINT,1.64
AXISBANK,2.87
BAJAJ-AUTO,0.79
BAJFINANCE,2.23
BAJAJFINSV,0.93
BPCL,0.58
BHARTIARTL,2.13
BRITANNIA,0.63
CIPLA,0.64
COALINDIA,0.51
DIVISLAB,0.68
DRREDDY,0.86
EICHERMOT,0.56
GAIL,0.42
GRASIM,0.74
HCLTECH,1.58
HDFCBANK,10.66
HDFCLIFE,0.88
HEROMOTOCO,0.67
HINDALCO,0.79
HINDUNILVR,3.04
HDFC,7.29
ICICIBANK,6.59
ITC,2.84
IOC,0.40
INDUSINDBK,0.96
INFY,7.42
JSWSTEEL,0.61
KOTAKBANK,4.16
LT,2.78
M&M,1.23
MARUTI,1.46
NTPC,0.83
NESTLEIND,0.92
ONGC,0.65
POWERGRID,0.88
RELIANCE,10.77
SBILIFE,0.54
SHREECEM,0.56
SBIN,2.39
SUNPHARMA,1.03
TCS,4.86
TATAMOTORS,0.92
TATASTEEL,0.86
TECHM,0.91
TITAN,0.94
UPL,0.49
ULTRACEMCO,1.13
WIPRO,0.97
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan12']
,%
ACC,0.7
AMBUJACEM,0.77
AXISBANK,1.76
BAJAJ-AUTO,1.36
BHARTIARTL,2.78
BHEL,1.25
BPCL,0.47
CAIRN,0.78
CIPLA,1.12
COALINDIA,1.31
DLF,0.5
DRREDDY,1.35
GAIL,1.06
GRASIM,1.05
HCLTECH,0.68
HDFC,5.87
HDFCBANK,5.6
HEROMOTOCO,1.12
HINDALCO,1.19
HINDUNILVR,2.46
ICICIBANK,6.58
IDFC,1
INFY,8.38
ITC,6.94
JINDALSTEL,1.33
JPASSOCIAT,0.5
KOTAKBANK,1.17
LT,4.46
M&M,1.96
MARUTI,0.99
NTPC,1.39
ONGC,2.36
PNB,0.79
POWERGRID,0.93
RANBAXY,0.44
RCOM,0.42
RELIANCE,8.73
RELINFRA,0.46
RPOWER,0.35
SAIL,0.38
SBIN,3.36
SESAGOA,0.54
SIEMENS,0.39
STER,1.03
SUNPHARMA,1.3
TATAMOTORS,2.7
TATAPOWER,1.06
TATASTEEL,1.9
TCS,3.64
WIPRO,1.34
,100
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan13']
,%
ACC,0.64
AMBUJACEM,0.81
ASIANPAINT,1.06
AXISBANK,2.12
BAJAJ-AUTO,1.42
BANKBARODA,0.76
BHARTIARTL,2.12
BHEL,0.94
BPCL,0.55
CAIRN,1
CIPLA,1.08
COALINDIA,1.17
DLF,0.53
DRREDDY,1.26
GAIL,0.8
GRASIM,1
HCLTECH,0.94
HDFC,6.33
HDFCBANK,6.12
HEROMOTOCO,0.91
HINDALCO,0.78
HINDUNILVR,2.54
ICICIBANK,7.17
IDFC,1.09
INFY,7.02
ITC,8.77
JINDALSTEL,0.84
JPASSOCIAT,0.52
KOTAKBANK,1.33
LT,4.35
LUPIN,0.75
M&M,2.13
MARUTI,1.09
NTPC,1.05
ONGC,3.14
PNB,0.63
POWERGRID,0.81
RANBAXY,0.36
RELIANCE,7.61
RELINFRA,0.36
SBIN,3.28
SESAGOA,0.38
SIEMENS,0.32
SUNPHARMA,1.41
TATAMOTORS,2.75
TATAPOWER,0.85
TATASTEEL,1.41
TCS,3.58
ULTRACEMCO,0.99
WIPRO,1.12
,100
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan14']
,%
ACC,0.473704319
AMBUJACEM,0.610016889
ASIANPAINT,1.070178665
AXISBANK,1.743943672
BAJAJ-AUTO,1.278443543
BANKBARODA,0.516091369
BHARTIARTL,1.8780174
BHEL,0.683761194
BPCL,0.469588587
CAIRN,0.96156898
CIPLA,1.043835389
COALINDIA,0.783045935
DLF,0.307272981
DRREDDY,1.65620068
GAIL,0.806311382
GRASIM,0.817135556
HCLTECH,1.953528546
HDFC,6.31540327
HDFCBANK,5.82713111
HEROMOTOCO,1.183622889
HINDALCO,0.705940637
HINDUNILVR,2.021010875
ICICIBANK,5.711974542
IDFC,0.585900582
INDUSINDBK,0.818068146
INFY,8.950887165
ITC,8.986842163
JINDALSTEL,0.47480214
JPASSOCIAT,0.24556276
KOTAKBANK,1.251514867
LT,4.021606838
LUPIN,1.053886299
M&M,2.052794994
MARUTI,1.084463576
NMDC,0.575900068
NTPC,1.305889913
ONGC,2.442666339
PNB,0.418400165
POWERGRID,1.053906996
RANBAXY,0.250552619
RELIANCE,6.843859871
SBIN,1.968091175
SSLT,1.166662748
SUNPHARMA,2.220338756
TATAMOTORS,3.147223492
TATAPOWER,0.593715672
TATASTEEL,1.189253159
TCS,5.727049596
ULTRACEMCO,0.870645932
WIPRO,1.881785562
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan15.zip']
ACC,0.49
AMBUJACEM,0.64
ASIANPAINT,1.3
AXISBANK,3.32
BAJAJ-AUTO,1.08
BANKBARODA,0.61
BHARTIARTL,1.74
BHEL,0.89
BPCL,0.65
CAIRN,0.44
CIPLA,1.19
COALINDIA,0.79
DLF,0.26
DRREDDY,1.38
GAIL,0.66
GRASIM,0.83
HCLTECH,1.63
HDFC,6.66
HDFCBANK,6.78
HEROMOTOCO,1.15
HINDALCO,0.6
HINDUNILVR,2.22
ICICIBANK,7.01
IDFC,0.77
INDUSINDBK,1.26
INFY,6.94
ITC,6.9
JINDALSTEL,0.19
KOTAKBANK,1.91
LT,4.66
LUPIN,1.27
M&M,1.96
MARUTI,1.62
NMDC,0.38
NTPC,1
ONGC,2.12
PNB,0.47
POWERGRID,1.09
RELIANCE,5.06
SBIN,3.21
SSLT,0.75
SUNPHARMA,2.32
TATAMOTORS,3.53
TATAPOWER,0.55
TATASTEEL,0.87
TCS,4.26
TECHM,1.48
ULTRACEMCO,1.08
WIPRO,1.34
ZEEL,0.69
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan16.zip']
ACC,0.43
ADANIPORTS,0.71
AMBUJACEM,0.56
ASIANPAINT,1.46
AXISBANK,2.54
BAJAJ-AUTO,1.18
BANKBARODA,0.44
BHEL,0.46
BPCL,0.85
BHARTIARTL,1.48
BOSCHLTD,0.59
CAIRN,0.26
CIPLA,1.10
COALINDIA,1.52
DRREDDY,1.46
GAIL,0.63
GRASIM,0.80
HCLTECH,1.78
HDFCBANK,7.70
HEROMOTOCO,1.16
HINDALCO,0.34
HINDUNILVR,2.15
HDFC,6.90
ITC,6.67
ICICIBANK,4.95
IDEA,0.43
INDUSINDBK,1.68
INFY,8.61
KOTAKBANK,2.61
LT,3.34
LUPIN,1.53
M&M,2.11
MARUTI,2.01
NTPC,1.09
ONGC,1.50
POWERGRID,1.21
PNB,0.25
RELIANCE,6.33
SBIN,2.06
SUNPHARMA,3.52
TCS,4.56
TATAMOTORS,2.41
TATAPOWER,0.40
TATASTEEL,0.62
TECHM,1.14
ULTRACEMCO,1.08
VEDL,0.29
WIPRO,1.34
YESBANK,0.90
ZEEL,0.85
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan17.zip']
ADANIPORTS,0.77
AMBUJACEM,0.45
ASIANPAINT,1.20
AUROPHARMA,0.42
AXISBANK,2.22
BAJAJ-AUTO,1.07
BAJFINANCE,0.93
BPCL,0.90
BHARTIARTL,1.36
INFRATEL,0.64
BOSCHLTD,0.42
CIPLA,0.71
COALINDIA,0.92
DRREDDY,0.63
EICHERMOT,0.84
GAIL,0.72
HCLTECH,1.29
HDFCBANK,9.64
HEROMOTOCO,1.13
HINDALCO,0.88
HINDPETRO,0.70
HINDUNILVR,2.30
HDFC,7.34
ITC,5.44
ICICIBANK,5.33
IBULHSGFIN,1.06
IOC,1.00
INDUSINDBK,2.10
INFY,5.40
KOTAKBANK,3.47
LT,4.10
LUPIN,0.50
M&M,1.67
MARUTI,2.97
NTPC,1.22
ONGC,1.35
POWERGRID,1.00
RELIANCE,7.79
SBIN,2.73
SUNPHARMA,1.50
TCS,3.64
TATAMOTORS,1.74
TATASTEEL,1.29
TECHM,0.90
UPL,0.65
ULTRACEMCO,1.07
VEDL,1.49
WIPRO,0.81
YESBANK,1.53
ZEEL,0.76
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan18.zip']
ADANIPORTS,0.77
AMBUJACEM,0.45
ASIANPAINT,1.20
AUROPHARMA,0.42
AXISBANK,2.22
BAJAJ-AUTO,1.07
BAJFINANCE,0.93
BPCL,0.90
BHARTIARTL,1.36
INFRATEL,0.64
BOSCHLTD,0.42
CIPLA,0.71
COALINDIA,0.92
DRREDDY,0.63
EICHERMOT,0.84
GAIL,0.72
HCLTECH,1.29
HDFCBANK,9.64
HEROMOTOCO,1.13
HINDALCO,0.88
HINDPETRO,0.70
HINDUNILVR,2.30
HDFC,7.34
ITC,5.44
ICICIBANK,5.33
IBULHSGFIN,1.06
IOC,1.00
INDUSINDBK,2.10
INFY,5.40
KOTAKBANK,3.47
LT,4.10
LUPIN,0.50
M&M,1.67
MARUTI,2.97
NTPC,1.22
ONGC,1.35
POWERGRID,1.00
RELIANCE,7.79
SBIN,2.73
SUNPHARMA,1.50
TCS,3.64
TATAMOTORS,1.74
TATASTEEL,1.29
TECHM,0.90
UPL,0.65
ULTRACEMCO,1.07
VEDL,1.49
WIPRO,0.81
YESBANK,1.53
ZEEL,0.76
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Symbol\Weightage,['jan19.zip']
ADANIPORTS,0.62
ASIANPAINT,1.47
AXISBANK,2.96
BAJAJ-AUTO,0.80
BAJFINANCE,1.41
BAJAJFINSV,0.85
BPCL,0.64
BHARTIARTL,0.93
INFRATEL,0.57
CIPLA,0.61
COALINDIA,0.87
DRREDDY,0.76
EICHERMOT,0.61
GAIL,0.69
GRASIM,0.66
HCLTECH,1.29
